time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-14 00:00:00+00:00,3.0,3.0,,
2022-06-15 00:00:00+00:00,9.0,5.0,2.0,1.0
2022-06-16 00:00:00+00:00,9.0,7.0,,
2022-06-17 00:00:00+00:00,1.0,1.0,2.0,1.0
2022-06-18 00:00:00+00:00,,,3.0,2.0
2022-06-21 00:00:00+00:00,3.0,3.0,,
2022-06-22 00:00:00+00:00,4.0,3.0,1.0,1.0
2022-06-24 00:00:00+00:00,20.0,13.0,,
2022-06-25 00:00:00+00:00,8.0,5.0,5.0,2.0
2022-06-26 00:00:00+00:00,3.0,2.0,,
